	logFC	logCPM	LR	PValue	FDR
KCTD13_NM_178863	0.883426948	1.581388634	2.414616155	0.120207432	0.99999735
SERPINB6_NM_001195291	-0.52655607	6.008903285	2.412470486	0.120372267	0.99999735
GRIK5_NM_002088	0.630424477	3.430502396	2.40916554	0.120626651	0.99999735
SERPINB6_NM_004568	-0.52482464	5.968110954	2.406293337	0.12084821	0.99999735
ACVRL1_NM_001077401	0.631067183	3.837423922	2.404540181	0.120983669	0.99999735
PPFIBP1_NM_001198916	0.52541277	5.340199584	2.399664632	0.121361265	0.99999735
PPFIBP1_NM_177444	0.526093828	5.361492907	2.39933651	0.121386724	0.99999735
CRIPT_NM_014171	-0.601936399	3.384854142	2.396589156	0.121600123	0.99999735
VEPH1_NM_001167915	-0.977475385	1.319903078	2.3946795	0.1217487	0.99999735
TMEM109_NM_024092	0.474965039	5.438730841	2.393941916	0.12180614	0.99999735
HOXB-AS3_NR_033205	1.503536532	2.130853725	2.393338193	0.121853177	0.99999735
DYRK2_NM_006482	0.552769523	3.876784164	2.393037174	0.121876638	0.99999735
ADORA2B_NM_000676	0.939211366	1.329786149	2.39266263	0.121905836	0.99999735
LY6K_NM_001160354	1.040287829	2.510802698	2.391201118	0.122019844	0.99999735
MINOS1_NM_001032363	-0.47563526	5.083597988	2.388305959	0.122246037	0.99999735
SRSF6_NM_006275	0.503015388	5.340201322	2.386669152	0.122374122	0.99999735
FKBP1A_NM_000801	-0.527419019	7.212037522	2.386566057	0.122382195	0.99999735
SCAP_NM_012235	0.491808152	5.071803789	2.385382183	0.122474937	0.99999735
HIGD1A_NM_001099669	-0.478770522	5.244294642	2.384755021	0.122524098	0.99999735
DYRK2_NM_003583	0.55830488	3.832635733	2.381987891	0.122741269	0.99999735
FLJ42709_NR_015369	-0.881980134	1.984201603	2.380561794	0.122853359	0.99999735
SLMO2-ATP5E_NR_037929	-0.494148956	6.509261726	2.379918883	0.122903929	0.99999735
LGR5_NM_003667	1.393365784	1.72710596	2.379099771	0.122968391	0.99999735
DAB2IP_NM_032552	0.545463637	3.908883124	2.378882972	0.122985459	0.99999735
HIGD1A_NM_014056	-0.478797339	5.244282537	2.377301007	0.123110081	0.99999735
FGFR2_NM_001144916	1.507972513	1.210264948	2.377037099	0.123130885	0.99999735
FGF1_NM_001144934	0.737352426	3.019410814	2.376899011	0.123141772	0.99999735
PPFIBP1_NM_001198915	0.524861426	5.28527992	2.3760739	0.123206846	0.99999735
HIGD1A_NM_001099668	-0.477729535	5.246108507	2.374898075	0.123299645	0.99999735
FGF1_NR_026695	0.736746224	3.018801133	2.374016742	0.123369254	0.99999735
FAM129A_NM_052966	0.548785506	5.623159818	2.370343874	0.123659809	0.99999735
FKBP1A_NM_001199786	-0.524064921	7.113834889	2.370263907	0.123666144	0.99999735
AHDC1_NM_001029882	0.610133391	3.157373223	2.368862072	0.123777248	0.99999735
DPM1_NM_003859	-0.51524884	4.522568944	2.367120202	0.123915455	0.99999735
MRPL40_NM_003776	-0.511802647	4.170705667	2.365399627	0.124052142	0.99999735
FGF1_NM_001144935	0.735316277	3.017325228	2.364614368	0.12411458	0.99999735
FGF1_NM_033136	0.755143322	2.864168157	2.362236614	0.124303856	0.99999735
ATPIF1_NM_178191	-0.496483251	4.369922551	2.360505683	0.124441844	0.99999735
FGF1_NM_000800	0.734616241	3.01751228	2.360207309	0.124465648	0.99999735
FGF1_NR_026696	0.735331009	3.016884261	2.358287292	0.124618942	0.99999735
SPEG_NM_005876	0.673745372	3.047924882	2.358001616	0.124641768	0.99999735
HAUS1_NR_026978	-0.595458762	3.51586417	2.354401723	0.124929806	0.99999735
NPHP3_NM_153240	0.564436538	3.331263829	2.351800057	0.125138434	0.99999735
HAUS1_NM_138443	-0.595160016	3.515146252	2.351699993	0.125146466	0.99999735
TTC39C_NM_153211	-0.612197982	3.892085342	2.35140851	0.125169866	0.99999735
NDRG1_NM_001135242	0.516195185	6.888382523	2.351280324	0.125180158	0.99999735
RNF141_NM_016422	-0.537835055	4.156690039	2.350855803	0.12521425	0.99999735
LOC100507194_NR_038296	0.546871824	3.997233924	2.349375657	0.125333195	0.99999735
LOC100507194_NR_038295	0.546871817	3.997233922	2.34869541	0.125387903	0.99999735
NDRG1_NM_006096	0.515835766	6.888071369	2.348049616	0.125439864	0.99999735
C4A_NM_001252204	-0.494024021	5.590840981	2.343488039	0.125807574	0.99999735
C4B_NM_001002029_8	-0.493543456	5.637520869	2.341628601	0.125957807	0.99999735
C4A_NM_007293_5	-0.493543456	5.637520869	2.34159505	0.12596052	0.99999735
FGF1_NM_033137	0.752648567	2.860640789	2.340803392	0.126024544	0.99999735
LOC100293534_NM_001242823_8	-0.493543446	5.637520864	2.340798061	0.126024975	0.99999735
BAIAP2L1_NM_018842	-0.639138417	3.280033612	2.340001057	0.126089468	0.99999735
FGF1_NM_001144892	0.727484145	3.054370742	2.338567565	0.126205558	0.99999735
RBM7_NM_016090	-0.527358704	4.107530412	2.337072744	0.126326742	0.99999735
SNORA33_NR_002436	-0.481226835	5.892860702	2.336753925	0.126352605	0.99999735
FKBP5_NM_004117	-1.022075678	1.273173313	2.336290877	0.126390178	0.99999735
FKBP5_NM_001145776	-1.022075896	1.273173265	2.334313332	0.126550784	0.99999735
PSME2_NM_002818	-0.482377705	5.25472836	2.333040103	0.126654309	0.99999735
TM9SF4_NM_014742	0.483748199	4.90866357	2.332929791	0.126663282	0.99999735
DCLK1_NM_001195430	-1.144460534	1.925099268	2.332821947	0.126672056	0.99999735
SNRPD3_NM_004175	-0.482881165	4.863420632	2.332129229	0.126728429	0.99999735
LOC641298_NR_027154	0.609235037	3.269899277	2.330978997	0.126822095	0.99999735
FLJ39739_NR_027468	0.531783637	4.767208958	2.329807832	0.126917544	0.99999735
LOC388152_NR_027001	0.682840226	2.493718801	2.329468751	0.126945194	0.99999735
CCT8_NM_006585	-0.461805132	6.37563225	2.329361997	0.126953901	0.99999735
FBLIM1_NM_001024215	-0.626698161	3.432262692	2.328978657	0.12698517	0.99999735
ECHDC1_NM_001105545	-0.53100892	4.202245311	2.322982677	0.127475386	0.99999735
LOXL1_NM_005576	0.6254074	7.182171757	2.321370938	0.127607517	0.99999735
PYCARD_NM_145182	-0.623734026	2.829700942	2.320064651	0.127714718	0.99999735
ECM2_NM_001393	0.732863319	2.933179404	2.319322081	0.127775702	0.99999735
NCOA7_NM_181782	-0.66542662	2.846160635	2.317545608	0.127921728	0.99999735
NCOA7_NM_001122842	-0.664975129	2.842237658	2.315206983	0.128114246	0.99999735
NREP_NM_004772	-0.597812291	7.238057036	2.313455974	0.128258602	0.99999735
DDAH1_NM_001134445	-0.483522349	6.657164712	2.313295958	0.128271803	0.99999735
NREP_NM_001142476	-0.598099035	7.240720128	2.313209428	0.128278942	0.99999735
NREP_NM_001142477	-0.598060864	7.240661771	2.313081734	0.128289479	0.99999735
ECM2_NM_001197295	0.733295961	2.926001748	2.31292466	0.12830244	0.99999735
IER3IP1_NM_016097	-0.507275691	4.646090406	2.312881655	0.128305989	0.99999735
PRRC2A_NM_080686_3	0.474032908	6.599207163	2.311481789	0.128421574	0.99999735
PLDN_NM_012388	-0.507282761	4.992730821	2.311340082	0.128433281	0.99999735
PRRC2A_NM_004638_1	0.473853888	6.60042728	2.31055101	0.128498492	0.99999735
SYT11_NM_152280	0.56677892	4.729696309	2.310293336	0.128519794	0.99999735
PTDSS2_NM_030783	0.521407166	4.081690772	2.310023053	0.128542144	0.99999735
NREP_NM_001142478	-0.597407521	7.244965499	2.309308668	0.128601236	0.99999735
NREP_NM_001142480	-0.597197235	7.245193724	2.307758626	0.128729556	0.99999735
NREP_NM_001142482	-0.597240749	7.245660177	2.307592235	0.128743339	0.99999735
NREP_NM_001142481	-0.597195018	7.245510423	2.307565942	0.128745517	0.99999735
NREP_NM_001142479	-0.597161296	7.245360623	2.307316943	0.128766146	0.99999735
TAF9_NM_003187	-0.492776553	4.765138496	2.307278373	0.128769342	0.99999735
ANGPTL4_NM_139314	-1.125710276	1.054977867	2.306271407	0.128852809	0.99999735
FLJ42709_NR_021491	-0.865680336	2.012640932	2.30625101	0.1288545	0.99999735
ENPP2_NM_006209	0.678186215	7.57803705	2.30518926	0.128942574	0.99999735
THBS1_NM_003246	0.754476877	10.53631579	2.304710299	0.128982327	0.99999735
FLT1_NM_002019	-1.179176953	-0.250174001	2.304492791	0.129000384	0.99999735
WSB1_NM_134265	0.584507832	3.767842171	2.303532458	0.129080143	0.99999735
LDLRAD2_NM_001013693	0.627476971	4.556283898	2.303205837	0.129107282	0.99999735
MAOA_NM_000240	-1.381214482	0.571193875	2.303072828	0.129118336	0.99999735
H19_NR_002196	1.581857471	0.389013529	2.301842178	0.12922066	0.99999735
LY6K_NM_017527	1.036092907	2.462494503	2.299742424	0.129395455	0.99999735
CCDC51_NM_024661	-0.749994743	1.986898115	2.299621727	0.12940551	0.99999735
MLLT11_NM_006818	-0.943068548	1.827224512	2.298774658	0.129476106	0.99999735
NREP_NM_001142483	-0.594861881	7.198221842	2.298407602	0.12950671	0.99999735
ATP5H_NM_006356	-0.461269046	6.672567888	2.298359941	0.129510684	0.99999735
TOMM5_NM_001134485	-0.506891525	4.766941269	2.295888316	0.129716978	0.99999735
ANGPTL4_NM_001039667	-1.135775668	0.90825339	2.295823813	0.129722367	0.99999735
THBS3_NM_001252607	0.539385237	4.409263422	2.295365751	0.129760641	0.99999735
LOC100288181_NR_038925	1.072436645	1.438060942	2.294581183	0.129826226	0.99999735
TOMM5_NM_001134484	-0.5067163	4.76738672	2.294169829	0.129860627	0.99999735
MINOS1_NM_001204082	-0.476426047	4.701919129	2.294049017	0.129870733	0.99999735
MASP1_NM_001879	-0.87472885	4.725912413	2.29311267	0.129949084	0.99999735
LY6K_NM_001160355	1.039032989	2.429186046	2.293009854	0.12995769	0.99999735
TOMM5_NM_001001790	-0.506852219	4.762197243	2.293004519	0.129958137	0.99999735
FKBP5_NM_001145775	-1.015460611	1.247570784	2.291531986	0.130081471	0.99999735
CNNM3_NM_199078	0.757509627	1.959165222	2.29145846	0.130087633	0.99999735
NREP_NM_001142475	-0.593607175	7.139268611	2.291177308	0.130111197	0.99999735
NREP_NM_001142474	-0.593355607	7.138743726	2.290353812	0.130180245	0.99999735
ID3_NM_002167	-0.566082124	5.62956591	2.289473744	0.130254081	0.99999735
ENPP2_NM_001040092	0.674007501	7.533788921	2.289036	0.130290824	0.99999735
THBS3_NR_045553	0.538773643	4.397796953	2.288687777	0.130320061	0.99999735
CCDC109B_NM_017918	-0.510976439	4.103016955	2.287338383	0.130433427	0.99999735
ATP5H_NM_001003785	-0.454254421	6.371019942	2.284749994	0.130651193	0.99999735
PREB_NM_013388	-0.481881809	4.67788121	2.28068635	0.130993893	0.99999735
ENPP2_NM_001130863	0.673476951	7.561132286	2.278038325	0.131217748	0.99999735
NCOA7_NM_001199620	-0.649064539	2.882278875	2.276609615	0.131338704	0.99999735
GTF2B_NM_001514	-0.556592049	3.339797964	2.275238354	0.131454914	0.99999735
NCOA7_NM_001199619	-0.651378204	2.869642505	2.273516084	0.131601032	0.99999735
NCOA7_NM_001199621	-0.668736785	2.78014874	2.271506887	0.131771723	0.99999735
SYT14_NM_001256006	-1.360827489	-0.588286675	2.271455594	0.131776084	0.99999735
TAF9_NM_001015892	-0.487717375	4.708146865	2.271418755	0.131779216	0.99999735
NUCB1_NM_006184	0.537350613	7.467067457	2.26995551	0.131903689	0.99999735
TMEM126B_NM_018480	-0.517903468	4.287974341	2.266923557	0.132162024	0.99999735
THBS3_NM_007112	0.53800424	4.444874996	2.266834635	0.132169609	0.99999735
SLC38A10_NM_138570	0.513952041	4.824585463	2.265421475	0.132290217	0.99999735
FGFR2_NM_001144913	1.479279824	0.807288477	2.265190359	0.132309954	0.99999735
KHDC1_NM_030568	-1.05846811	0.452615338	2.26346539	0.132457364	0.99999735
SAMD4B_NM_018028	0.446979822	5.361217524	2.26259443	0.132531864	0.99999735
SYT14_NM_001146264	-1.358570052	-0.618667713	2.26109517	0.132660216	0.99999735
RPA2_NM_002946	-0.584230225	3.931844948	2.258140489	0.132913573	0.99999735
NOTCH3_NM_000435	0.786670653	3.219923643	2.256742628	0.133033625	0.99999735
LY75_NM_002349	1.22774021	0.025536882	2.255682779	0.133124728	0.99999735
FHL2_NM_201557	-0.56641167	6.409195298	2.255675431	0.13312536	0.99999735
SYT14_NM_001146261	-1.35477519	-0.587921565	2.255151832	0.133170394	0.99999735
COX7B_NM_001866	-0.495179851	5.355694963	2.254596623	0.133218165	0.99999735
RBX1_NM_014248	-0.441637235	5.572435325	2.252350433	0.133411626	0.99999735
MAN2B1_NM_001173498	0.481286416	5.732326642	2.25030743	0.13358786	0.99999735
IGSF8_NM_052868	0.637377489	2.789998423	2.24993253	0.133620228	0.99999735
MAN2B1_NM_000528	0.481402088	5.732953957	2.249756404	0.133635438	0.99999735
NDUFB1_NM_004545	-0.506912395	4.477874358	2.249657653	0.133643966	0.99999735
BRP44_NR_026550	-0.483866452	5.257132429	2.246113275	0.133950474	0.99999735
AKR1C1_NM_001353	-0.632256307	7.296159031	2.244915935	0.134054194	0.99999735
PAG1_NM_018440	0.966186338	1.273901693	2.244043114	0.134129859	0.99999735
RPA3_NM_002947	-0.614338128	3.171250368	2.242485649	0.134264994	0.99999735
MIR1228_NR_031597	0.942777107	0.925908083	2.241584359	0.134343265	0.99999735
BCOR_NM_001123383	0.614771152	3.400317095	2.239367471	0.134536005	0.99999735
FAM96A_NM_001014812	-0.543862402	3.638007158	2.238645001	0.134598884	0.99999735
EPHA4_NM_004438	-1.15027768	1.00693933	2.237989089	0.134655999	0.99999735
MIR4751_NR_039906	-0.960525091	1.52338257	2.237837198	0.134669229	0.99999735
BCOR_NM_017745	0.614801973	3.41097903	2.237744644	0.134677292	0.99999735
SYT14_NM_153262	-1.351968595	-0.632300055	2.236832891	0.134756744	0.99999735
CTGF_NM_001901	0.703947599	7.54243917	2.235635724	0.134861147	0.99999735
FHL2_NM_001450	-0.564796856	6.47938676	2.235019919	0.134914886	0.99999735
LARP1_NM_015315	0.42191389	5.974948328	2.23480193	0.134933914	0.99999735
LOC100499177_NR_034075	-0.867336427	2.398000494	2.234748671	0.134938564	0.99999735
FGFR2_NM_001144919	1.490507021	0.807481674	2.233471874	0.135050083	0.99999735
S100A2_NM_005978	-0.932795618	1.534867729	2.232123909	0.13516793	0.99999735
MFSD6_NM_017694	0.811920905	2.114226418	2.230519611	0.135308337	0.99999735
ACTC1_NM_005159	1.21464242	3.851629748	2.230274997	0.13532976	0.99999735
SYT14_NM_001146262	-1.348277473	-0.601265198	2.23014799	0.135340884	0.99999735
PSMA2_NM_002787	-0.439237799	6.016877621	2.230110195	0.135344195	0.99999735
BCAS2_NM_005872	-0.580085909	3.609250974	2.228781972	0.135460598	0.99999735
BRP44_NM_015415	-0.480139578	5.274612153	2.228262624	0.135506143	0.99999735
IGSF8_NM_001206665	0.633900015	2.790522495	2.226783096	0.135635987	0.99999735
LRPAP1_NM_002337	0.447610895	6.335822335	2.226738111	0.135639937	0.99999735
BCOR_NM_001123385	0.614505173	3.41674802	2.224317344	0.135852692	0.99999735
DDAH1_NM_012137	-0.470194057	6.599261841	2.224260323	0.135857708	0.99999735
DAB2IP_NM_138709	0.555452615	3.332795232	2.2232628	0.13594549	0.99999735
SLC38A10_NM_001037984	0.502701012	5.205814563	2.223053755	0.135963894	0.99999735
HOXB6_NM_018952	1.222442136	2.38216464	2.22083257	0.136159616	0.99999735
GUCY1A2_NM_001256424	1.132887406	1.636903034	2.219802007	0.136250532	0.99999735
TMEM126B_NM_001256546	-0.507242882	4.397331309	2.219452478	0.136281383	0.99999735
KRT37_NM_003770	-1.670597034	1.425375559	2.219146486	0.136308397	0.99999735
FHL2_NM_001039492	-0.564094861	6.506094199	2.21773016	0.136433516	0.99999735
VEPH1_NM_024621	-0.826005908	2.452769454	2.216969108	0.1365008	0.99999735
KRT38_NM_006771	-1.684334058	1.120438318	2.216018835	0.136584866	0.99999735
C9orf95_NR_023352	-0.571407345	3.302634484	2.215027486	0.136672628	0.99999735
THBS3_NM_001252608	0.533936908	4.311908779	2.214984562	0.136676429	0.99999735
VEPH1_NM_001167912	-0.825592553	2.449581402	2.214406625	0.136727623	0.99999735
SAT1_NR_027783	-0.611095186	3.780004496	2.213660803	0.13679372	0.99999735
FOSB_NM_006732	1.144143025	0.668101951	2.212957409	0.13685609	0.99999735
COMMD6_NM_203497	-0.509579199	5.384437974	2.212936765	0.136857921	0.99999735
MAN2B2_NM_015274	0.470725751	5.266885123	2.209118143	0.137197078	0.99999735
SNORA62_NR_002324	1.210736523	1.815108695	2.209116273	0.137197245	0.99999735
BCOR_NM_001123384	0.611939685	3.374736479	2.207031052	0.137382845	0.99999735
GUCY1A2_NM_000855	1.129752867	1.623506062	2.206320196	0.13744618	0.99999735
SAT1_NM_002970	-0.617199566	3.644726481	2.206005585	0.137474222	0.99999735
HECW2_NM_020760	-0.799393802	2.718348351	2.205975293	0.137476922	0.99999735
FHL2_NM_201555	-0.563134751	6.589069245	2.204772474	0.137584192	0.99999735
SERTAD4_NM_019605	1.137524631	0.976612967	2.204731448	0.137587853	0.99999735
GOLGA7_NM_001002296	-0.492058544	5.049132829	2.203737925	0.137676531	0.99999735
BRP44_NM_001143674	-0.477483313	5.282418706	2.202081041	0.13782456	0.99999735
GOLGA7_NM_001174124	-0.489523989	5.064142763	2.201063965	0.137915516	0.99999735
SCN1B_NM_001037	0.755762785	2.993843105	2.200867626	0.137933082	0.99999735
ATG9A_NM_001077198	0.463541076	5.352109935	2.200497576	0.137966197	0.99999735
RBM6_NM_005777	0.501287659	4.329699311	2.20048576	0.137967254	0.99999735
VASN_NM_138440	0.462107554	6.201964864	2.200445963	0.137970816	0.99999735
TMEM126B_NM_001193537	-0.504613236	4.402113818	2.200046747	0.138006552	0.99999735
PIGO_NM_032634	0.650970587	2.649482179	2.197726545	0.138214451	0.99999735
GOLGA7_NM_016099	-0.489554257	5.064135536	2.194756198	0.138481118	0.99999735
NBPF24_NR_046188_1	0.519435079	6.766065244	2.193733032	0.138573108	0.99999735
S100A13_NM_005979	-0.432835612	6.184035655	2.191675491	0.138758303	0.99999735
POMT1_NM_001136113	0.508561726	4.034902259	2.190301721	0.138882108	0.99999735
OSTF1_NM_012383	-0.470638323	4.379959992	2.189845982	0.138923206	0.99999735
FNIP2_NM_020840	-0.624772274	2.883001329	2.189423939	0.138961279	0.99999735
ADCY6_NM_015270	0.55981183	3.627069633	2.188360687	0.139057246	0.99999735
ALX4_NM_021926	-1.588346979	0.213468987	2.188184514	0.139073154	0.99999735
SNRPG_NM_003096	-0.531818799	4.073216848	2.187455599	0.139138996	0.99999735
PRKY_NR_028062	0.941950903	1.216317269	2.186431654	0.139231546	0.99999735
PSMB9_NM_002800_3	-0.77189713	2.980162901	2.185760576	0.13929224	0.99999735
MAGOH_NM_002370	-0.569891685	3.846230101	2.185076378	0.139354151	0.99999735
NINJ1_NM_004148	-0.620595906	2.847282743	2.183670598	0.139481452	0.99999735
ATHL1_NM_025092	0.789954886	1.798233756	2.183220477	0.139522241	0.99999735
DDT_NM_001355	-0.481340895	4.507172927	2.180872694	0.139735207	0.99999735
DDT_NM_001084392	-0.480681944	4.503372383	2.179154814	0.139891266	0.99999735
TLR4_NM_003266	-1.174849057	1.46031723	2.178129552	0.139984499	0.99999735
TMEM126B_NM_001193538	-0.506372869	4.509696657	2.177132118	0.140075267	0.99999735
STEAP3_NM_001008410	0.717652399	4.755079993	2.176511592	0.14013177	0.99999735
ATG9A_NM_024085	0.460425573	5.325985623	2.176403908	0.140141578	0.99999735
TLR4_NR_024168	-1.17457755	1.460162132	2.17547482	0.140226231	0.99999735
NBPF11_NM_183372	0.517065176	6.697624543	2.175403478	0.140232734	0.99999735
RGS11_NM_183337	1.112737982	0.716284431	2.173909321	0.140369	0.99999735
PCDHGB5_NM_032099	0.657626137	2.542857645	2.17316684	0.14043677	0.99999735
POMT1_NM_007171	0.50695765	4.033548888	2.17275886	0.140474024	0.99999735
RGS11_NM_003834	1.112394759	0.71683726	2.172145027	0.140530095	0.99999735
POMT1_NM_001077365	0.50687734	4.032208612	2.171047211	0.14063044	0.99999735
VEPH1_NM_001167911	-0.820795575	2.401837545	2.170208276	0.140707176	0.99999735
STEAP3_NM_018234	0.716534183	4.768259205	2.170051556	0.140721516	0.99999735
PPP1R3C_NM_005398	-0.615343259	5.568360437	2.16787907	0.140920472	0.99999735
ADCY6_NM_020983	0.558949309	3.568443994	2.167815954	0.140926257	0.99999735
POLR2K_NM_005034	-0.528834054	4.164793929	2.166903705	0.141009898	0.99999735
FMOD_NM_002023	0.962537625	4.768027007	2.166899791	0.141010257	0.99999735
ZFAND2A_NM_182491	-0.644251884	2.887727866	2.165717862	0.141118708	0.99999735
RUNX3_NM_001031680	1.136330995	2.296120471	2.165192484	0.141166945	0.99999735
HSPG2_NM_005529	0.63170678	8.140157201	2.162858952	0.141381422	0.99999735
TLR4_NM_138554	-1.173743708	1.430360955	2.160808526	0.141570181	0.99999735
PPIP5K1_NM_001130859	0.434267414	6.088889734	2.157971266	0.141831842	0.99999735
PPIP5K1_NM_014659	0.434298837	6.089417896	2.157820943	0.14184572	0.99999735
RUNX3_NM_004350	1.134560344	2.296028139	2.157638999	0.14186252	0.99999735
HTATIP2_NM_001098523	-0.714142391	2.232892403	2.156847171	0.141935659	0.99999735
PLXDC2_NM_032812	1.744792929	2.793018226	2.156099966	0.142004716	0.99999735
FUNDC2_NM_023934	-0.458995619	4.730416429	2.155260557	0.142082339	0.99999735
FLJ41484_NR_044995	0.632938989	4.049070306	2.154919503	0.142113891	0.99999735
PLCB4_NM_000933	0.562900729	4.272253788	2.15411035	0.14218878	0.99999735
AMOTL1_NM_130847	0.442497242	5.474576227	2.153766698	0.1422206	0.99999735
MPHOSPH6_NM_005792	-0.594673292	2.916078453	2.153503845	0.142244943	0.99999735
ERH_NM_004450	-0.447061174	5.450269949	2.153418558	0.142252843	0.99999735
GIGYF1_NM_022574	0.580065717	3.342161054	2.152858871	0.142304695	0.99999735
SEMA7A_NM_001146030	0.720508224	4.815762128	2.149623706	0.142604837	0.99999735
ISG15_NM_005101	-0.654572612	3.241734441	2.145869247	0.142954048	0.99999735
FLJ42709_NR_021490	-0.864228567	1.804771301	2.14506813	0.143028687	0.99999735
NBPF24_NM_001101663	0.510139382	6.46139652	2.143622535	0.143163481	0.99999735
CCDC14_NM_022757	0.706393808	2.603000125	2.142436306	0.143274197	0.99999735
LOC541473_NR_003602	0.452286488	4.862656954	2.142351504	0.143282116	0.99999735
COMMD6_NM_203495	-0.504423454	5.145701769	2.141347129	0.14337594	0.99999735
ATP5EP2_NR_002162	-0.563301375	3.564364428	2.141336413	0.143376942	0.99999735
SEMA7A_NM_003612	0.718614707	4.825415464	2.140280091	0.143475694	0.99999735
SOCS2_NM_003877	-0.703346107	2.73786895	2.140112438	0.143491374	0.99999735
LOC100499177_NR_034077	-0.855625374	2.17091092	2.140016722	0.143500327	0.99999735
FNBP4_NM_015308	0.541997262	3.646797162	2.139340445	0.143563603	0.99999735
KIAA1549_NM_020910	0.691073171	2.376570817	2.139035505	0.143592144	0.99999735
LOC100499177_NR_034076	-0.861086725	2.305728831	2.137594964	0.143727063	0.99999735
PLK2_NM_001252226	-0.736192892	4.478891778	2.137125098	0.1437711	0.99999735
ETV4_NM_001986	1.012766775	0.921223375	2.136182144	0.143859523	0.99999735
IL6_NM_000600	-1.051029211	1.405135985	2.135453564	0.143927886	0.99999735
GMFB_NM_004124	-0.458815547	5.455835696	2.135175939	0.143953945	0.99999735
STK38L_NM_015000	-0.708010198	3.236487128	2.13011709	0.144429723	0.99999735
PLK2_NM_006622	-0.734080844	4.465013502	2.129150408	0.144520839	0.99999735
TLR4_NM_138557	-1.17422705	1.368628975	2.128815764	0.144552397	0.99999735
RBM6_NM_001167582	0.517476354	3.951935495	2.128793996	0.14455445	0.99999735
TLR4_NR_024169	-1.173937427	1.368463815	2.127846069	0.144643885	0.99999735
GFRA1_NM_005264	0.857554237	4.23060002	2.127237969	0.144701291	0.99999735
GRN_NM_002087	0.506418903	7.804437937	2.126372373	0.144783049	0.99999735
PLCB4_NM_182797	0.560538178	4.253981446	2.125010751	0.144911764	0.99999735
PAMR1_NM_001001991	0.604285677	6.32762167	2.124546486	0.144955681	0.99999735
CARD6_NM_032587	-0.714730527	2.156618586	2.122671516	0.145133194	0.99999735
GDNF_NM_001190468	0.857205023	2.157113819	2.122627465	0.145137368	0.99999735
CPQ_NM_016134	0.508653485	5.136309074	2.122245666	0.145173546	0.99999735
ETV4_NM_001079675	1.010218532	0.928992266	2.121859295	0.145210167	0.99999735
SEMA7A_NM_001146029	0.716302996	4.769268513	2.121161669	0.145276317	0.99999735
PAMR1_NM_015430	0.604683122	6.352429205	2.120071935	0.145379716	0.99999735
BSG_NM_198591	0.481235004	7.890186468	2.118801049	0.145500407	0.99999735
IL13RA1_NM_001560	-0.458641954	5.615672419	2.118513548	0.145527726	0.99999735
KIAA1549_NM_001164665	0.687408048	2.381168256	2.116660082	0.145703983	0.99999735
SCARNA20_NR_002999	-1.116087327	0.268056942	2.116566468	0.145712891	0.99999735
PPIP5K1_NM_001190214	0.43309819	6.160472765	2.115943117	0.145772228	0.99999735
C9orf95_NM_017881	-0.575177017	3.165569322	2.115942035	0.145772331	0.99999735
C7orf73_NM_001130929	-0.457948604	5.386534318	2.115122965	0.145850339	0.99999735
TMEM126B_NM_001256547	-0.52412377	3.986071531	2.114537866	0.145906092	0.99999735
TMEM126B_NR_036465	-0.524123774	3.98607153	2.114346517	0.145924331	0.99999735
MRPL20_NM_017971	-0.456817727	4.795865338	2.113551241	0.146000161	0.99999735
PLCB4_NM_001172646	0.558073697	4.27616335	2.113151444	0.146038299	0.99999735
GABRE_NM_004961	1.040648339	0.763668561	2.112165857	0.146132365	0.99999735
S100A13_NM_001024213	-0.42337843	6.174700013	2.110169883	0.146323073	0.99999735
UBE2N_NM_003348	-0.458115881	5.188893816	2.110027786	0.14633666	0.99999735
RENBP_NM_002910	0.848254556	1.949333747	2.109760937	0.146362181	0.99999735
HOXD9_NM_014213	0.860122734	1.167410518	2.109510619	0.146386125	0.99999735
SMPDL3A_NM_006714	-0.671044043	2.586491971	2.108910167	0.146443579	0.99999735
STEAP3_NM_182915	0.707510988	4.792696037	2.106861838	0.146639763	0.99999735
GFRA1_NM_001145453	0.85403302	4.200954739	2.106250112	0.14669841	0.99999735
GFRA1_NM_145793	0.853297254	4.198751552	2.104292164	0.1468863	0.99999735
S100A13_NM_001024212	-0.422760922	6.179538351	2.103861531	0.146927661	0.99999735
MAT2B_NM_182796	-0.45268856	4.925188936	2.103252538	0.146986176	0.99999735
MIRLET7BHG_NR_027033	1.085678338	0.096933029	2.102636305	0.147045413	0.99999735
RPL17_NM_001199345	-0.465920704	7.006995262	2.10212806	0.147094289	0.99999735
CORO7_NM_001201473	0.664659649	2.423948885	2.102057631	0.147101064	0.99999735
PLA2R1_NM_007366	0.61035149	3.081122737	2.099897611	0.147309003	0.99999735
POMT1_NM_001077366	0.499177837	3.99402959	2.099562117	0.14734133	0.99999735
PLA2R1_NM_001195641	0.610115143	3.080563898	2.099053172	0.147390385	0.99999735
S100A13_NM_001024211	-0.42272578	6.176557543	2.097694721	0.14752141	0.99999735
GDNF_NM_001190469	0.854965734	2.144555135	2.096800382	0.147607743	0.99999735
SUOX_NM_001032387	-0.738667825	2.062145506	2.096730408	0.1476145	0.99999735
GDNF_NM_199231	0.854965796	2.144813213	2.096472374	0.147639421	0.99999735
IGFBP3_NM_001013398	0.959980951	10.85151345	2.092029899	0.148069215	0.99999735
