	logFC	logCPM	LR	PValue	FDR
NIPA2_NM_030922	0.214236411	4.938800427	0.452858909	0.500980422	0.999905229
KIF1C_NM_006612	0.212871563	7.147832958	0.45276576	0.501024457	0.999905229
TMEM107_NM_183065	0.405376972	1.11016762	0.452690182	0.501060191	0.999905229
TEAD3_NM_003214	0.246114718	4.205583135	0.452470771	0.501163954	0.999905229
FAM122B_NM_001170757	0.320431892	2.371953789	0.45245115	0.501173235	0.999905229
KIAA1841_NM_001129993	0.333575538	2.38738545	0.452449453	0.501174038	0.999905229
PRKD2_NM_001079880	-0.246027244	3.36912926	0.45227311	0.501257463	0.999905229
SNN_NM_003498	-0.3036575	2.501293244	0.45212161	0.501329154	0.999905229
CREM_NM_182722	-0.365285478	1.534282305	0.452108369	0.501335421	0.999905229
CLIP2_NM_032421	0.208178907	5.410166631	0.451997956	0.501387681	0.999905229
CCHCR1_NM_001105563_4	0.27942108	2.95202394	0.45195328	0.501408829	0.999905229
ASPH_NM_020164	-0.219899058	4.718065718	0.45186146	0.5014523	0.999905229
TFG_NM_006070	0.194710779	5.871632908	0.451849789	0.501457826	0.999905229
ZNF496_NM_032752	0.26542787	2.97823534	0.451449971	0.501647189	0.999905229
CREBBP_NM_001079846	0.212291972	4.683678126	0.451441088	0.501651398	0.999905229
C17orf81_NM_203415	0.237511979	3.812020619	0.451271051	0.50173197	0.999905229
GALT_NM_000155	-0.24485597	3.366327233	0.450975849	0.501871903	0.999905229
SPNS1_NM_001142448	0.212178979	5.464489489	0.450945425	0.501886329	0.999905229
PCDHB2_NM_018936	-0.543062976	0.120245927	0.450942943	0.501887506	0.999905229
IFT122_NM_052990	0.213836955	4.467777236	0.450870493	0.501921861	0.999905229
HUWE1_NM_031407	0.202660568	6.770462949	0.450804602	0.501953109	0.999905229
FAM156A_NM_001242495	-0.304917631	2.416009199	0.450767506	0.501970703	0.999905229
HNRNPH2_NM_019597	-0.231123059	4.996392832	0.450760119	0.501974207	0.999905229
TOP3B_NM_003935	0.281426271	2.738653536	0.450742973	0.501982339	0.999905229
CUL5_NM_003478	-0.236212794	3.953418562	0.450711336	0.501997346	0.999905229
LOC100499177_NR_034076	-0.393067506	2.305728831	0.450690754	0.502007109	0.999905229
CANT1_NM_001159773	0.2181512	4.717908728	0.450513242	0.502091325	0.999905229
FLVCR1_NM_014053	-0.47996654	0.343251874	0.450396884	0.502146541	0.999905229
LYPD6B_NM_177964	0.493290927	1.660467085	0.450349381	0.502169086	0.999905229
SGCA_NM_001135697	-0.72206592	2.101863819	0.450225481	0.502227897	0.999905229
PRR13_NM_001005354	-0.21511378	4.772189341	0.450026223	0.502322502	0.999905229
MAN1C1_NM_020379	0.441990949	3.634087607	0.450016288	0.502327219	0.999905229
MAT2B_NM_182796	-0.209044114	4.925188936	0.449996847	0.502336452	0.999905229
ABLIM3_NM_014945	0.290175308	4.309287306	0.449972699	0.502347919	0.999905229
EPAS1_NM_001430	0.231054919	7.373209988	0.449942907	0.502362068	0.999905229
CYB5R3_NM_001171660	0.239858382	8.784551618	0.449918198	0.502373803	0.999905229
HNRNPH2_NM_001032393	-0.230526397	4.991504734	0.449887302	0.502388477	0.999905229
CEP57L1_NM_173830	0.396075274	1.308906023	0.449817509	0.502421629	0.999905229
VGLL4_NM_014667	-0.239655429	4.223680575	0.449711973	0.502471766	0.999905229
DKK2_NM_014421	0.584125803	4.404357119	0.449589658	0.502529884	0.999905229
PHACTR3_NM_001199505	0.692732378	2.709032541	0.449504056	0.502570564	0.999905229
APCDD1L_NM_153360	0.412010569	3.041572504	0.449305974	0.502664721	0.999905229
CBR3-AS1_NR_038892	0.367818605	1.568516404	0.449198818	0.502715669	0.999905229
AMDHD2_NM_001145815	0.261095991	3.18091504	0.449152025	0.502737919	0.999905229
SLC37A4_NM_001164277	0.307327565	2.352249278	0.449149148	0.502739288	0.999905229
KAT5_NM_182710	0.209412836	4.563543879	0.449072766	0.502775612	0.999905229
CANT1_NM_138793	0.217801869	4.723731076	0.44906009	0.502781641	0.999905229
KAT5_NM_006388	0.209413525	4.568004029	0.449020388	0.502800524	0.999905229
PQLC2_NM_001040126	0.278995392	2.721131322	0.448795902	0.502907316	0.999905229
HSDL1_NM_001146051	-0.264668785	2.984011032	0.448618123	0.502991917	0.999905229
UBE2Q2P1_NR_003661	0.519977271	-0.368821924	0.448538869	0.50302964	0.999905229
ACO1_NM_002197	-0.215082179	6.209891169	0.448292027	0.503147162	0.999905229
CCHCR1_NM_019052	0.278837318	2.986817073	0.448260347	0.503162248	0.999905229
VHL_NM_000551	-0.214677508	4.455050807	0.44823879	0.503172514	0.999905229
TP53BP2_NM_005426	0.232628325	3.843124233	0.448216445	0.503183155	0.999905229
BZW1_NM_014670	-0.209251916	6.777099794	0.448173444	0.503203635	0.999905229
SPNS1_NM_001142450	0.21026132	5.499585417	0.448163937	0.503208164	0.999905229
CXCL16_NM_022059	-0.457924512	0.287702043	0.448061421	0.503256995	0.999905229
CYB5R3_NM_001129819	0.239202039	8.784282712	0.447629162	0.503462983	0.999905229
GMFB_NM_004124	-0.20970611	5.455835696	0.447559785	0.503496057	0.999905229
CYB5R3_NM_007326	0.239174143	8.784251794	0.447544662	0.503503267	0.999905229
CYB5R3_NM_000398	0.239156272	8.784341393	0.447460071	0.5035436	0.999905229
SYNPO2_NM_133477	0.420995894	3.95203243	0.447433813	0.503556121	0.999905229
DDX51_NM_175066	0.292613171	2.544137925	0.447016722	0.503755081	0.999905229
MRPL44_NM_022915	-0.240812261	3.280259074	0.446741713	0.503886338	0.999905229
PRKD2_NM_016457	-0.246081384	3.384501642	0.446737933	0.503888142	0.999905229
ATL2_NM_022374	0.263100603	3.185233225	0.446343289	0.504076603	0.999905229
SLC39A6_NM_012319	0.205869448	5.445778494	0.446203581	0.504143349	0.999905229
FAM83H_NM_198488	-0.412176217	2.110072879	0.446163975	0.504162273	0.999905229
ME3_NM_006680	0.291692948	3.403296999	0.445951374	0.504263879	0.999905229
TGOLN2_NM_006464	0.200869528	6.405439682	0.445766935	0.504352055	0.999905229
ME3_NM_001161586	0.291864317	3.403994978	0.445765163	0.504352902	0.999905229
HKR1_NM_181786	-0.313070438	2.189181892	0.445745325	0.504362388	0.999905229
PHACTR3_NM_001199506	0.69026886	2.702723425	0.44572581	0.504371719	0.999905229
TGOLN2_NM_001206840	0.200855235	6.405583043	0.445692794	0.504387507	0.999905229
LRRC57_NM_153260	0.285600874	2.615454944	0.445671537	0.504397672	0.999905229
TGOLN2_NM_001206844	0.20103369	6.396919453	0.445658785	0.50440377	0.999905229
TGOLN2_NM_001206841	0.200841311	6.405491786	0.445656843	0.504404699	0.999905229
BRPF1_NM_001003694	0.260002048	2.948101041	0.445510926	0.504474489	0.999905229
CREM_NM_183060	-0.338618024	1.953610256	0.445508793	0.50447551	0.999905229
PHACTR3_NM_080672	0.689953827	2.702614753	0.445415469	0.504520154	0.999905229
PHACTR3_NM_183244	0.69000819	2.702756174	0.445391672	0.504531539	0.999905229
ZFP36L1_NM_001244698	-0.20906067	6.383567259	0.445185903	0.504630003	0.999905229
DIP2A_NM_206891	0.31405859	2.151120507	0.445108846	0.504666884	0.999905229
KIFAP3_NM_001204514	0.223562588	4.789294527	0.445050809	0.504694665	0.999905229
PON2_NM_001018161	-0.225452726	4.129224416	0.445009512	0.504714435	0.999905229
MCCD1_NM_001011700	-0.42642875	0.755368718	0.444930481	0.504752272	0.999905229
NFYC_NM_001142589	0.238242787	3.611419771	0.444912291	0.504760981	0.999905229
GSDMD_NM_001166237	0.226224962	4.271814384	0.444910267	0.50476195	0.999905229
THOC7_NM_025075	-0.21393382	5.083640503	0.444773755	0.504827321	0.999905229
LRRC32_NM_005512	-0.293862565	4.695098835	0.444650638	0.504886289	0.999905229
NADSYN1_NM_018161	-0.219850425	4.742591154	0.44463107	0.504895663	0.999905229
MUC1_NM_001204289	-0.412927521	0.997949557	0.444614272	0.50490371	0.999905229
TTC21A_NM_145755	0.505151255	-0.181109628	0.444561995	0.504928754	0.999905229
ACBD4_NM_001135706	-0.365899788	1.700460312	0.444553199	0.504932967	0.999905229
ODF2L_NM_020729	-0.315416788	2.450859329	0.44454664	0.50493611	0.999905229
C16orf13_NM_001040161	-0.235096517	3.920123129	0.444200672	0.505101907	0.999905229
ZADH2_NM_175907	-0.259104326	3.488867702	0.443838731	0.505275459	0.999905229
BZW1_NM_001207067	-0.208387908	6.7845124	0.443786486	0.505300519	0.999905229
MAT2B_NM_013283	-0.207165405	4.95455949	0.443760862	0.505312811	0.999905229
ODZ2_NM_001122679	-0.29130316	5.592265564	0.443666962	0.505357858	0.999905229
EGLN1_NM_022051	-0.217072215	4.455774334	0.443604477	0.505387839	0.999905229
RIOK3_NM_003831	-0.204879913	5.21101368	0.44349887	0.505438516	0.999905229
BZW1_NM_001207069	-0.208289859	6.782532266	0.443362665	0.50550389	0.999905229
ECH1_NM_001398	-0.218516349	5.298417806	0.443324769	0.505522081	0.999905229
LYPLA1_NM_006330	-0.220753489	4.317955258	0.443255591	0.505555291	0.999905229
RASAL2_NM_170692	0.229252479	3.933525549	0.443229772	0.505567687	0.999905229
SLC37A4_NM_001467	0.309141024	2.320427025	0.443059604	0.5056494	0.999905229
NIPA2_NM_001184889	0.211257721	5.009542857	0.443049361	0.505654319	0.999905229
MAF_NM_005360	0.63801714	0.819052152	0.443014747	0.505670943	0.999905229
PRR16_NM_016644	-0.244977207	3.98877723	0.443011897	0.505672312	0.999905229
RBM14-RBM4_NM_001198845	-0.214238171	4.453235974	0.443003413	0.505676387	0.999905229
MUC1_NM_001204291	-0.412301258	1.000535937	0.442979702	0.505687775	0.999905229
SLC25A46_NM_138773	-0.214918989	4.36949282	0.44264052	0.505850735	0.999905229
SLC37A4_NM_001164280	0.309701391	2.299249096	0.442630383	0.505855606	0.999905229
KAT5_NM_001206833	0.209866393	4.505991105	0.442475666	0.505929971	0.999905229
EML2_NR_034098	0.314982364	2.600897563	0.442459424	0.505937778	0.999905229
DPCD_NM_015448	-0.242017192	3.321201043	0.442440198	0.505947021	0.999905229
SLIRP_NM_031210	-0.222600221	4.284288124	0.442202135	0.506061489	0.999905229
CBWD3_NM_201453_1	-0.231412536	4.067372761	0.4421756	0.506074251	0.999905229
ODF2L_NM_001007022	-0.313706436	2.447598292	0.442114455	0.50610366	0.999905229
BRPF1_NM_004634	0.259161407	2.946573013	0.442046924	0.506136144	0.999905229
ZNF185_NM_001178109	0.428843035	0.905606343	0.442037917	0.506140476	0.999905229
NFYC_NM_014223	0.234022572	3.753502394	0.441881035	0.506215954	0.999905229
KAT5_NM_182709	0.209865692	4.510632489	0.441878902	0.506216981	0.999905229
PMS2_NM_000535	-0.261282896	2.994259151	0.441409583	0.506442893	0.999905229
PMS2_NR_003085	-0.261282891	2.994259158	0.441189184	0.506549045	0.999905229
KIFAP3_NM_014970	0.222539064	4.763338027	0.441080363	0.506601471	0.999905229
MIR4517_NR_039742	0.47776126	0.500916886	0.440965714	0.506656714	0.999905229
FAM96B_NR_024525	-0.209316516	4.703966644	0.440958787	0.506660053	0.999905229
GAMT_NM_138924	-0.244238755	3.671993567	0.440933962	0.506672016	0.999905229
LOC100170939_NR_024054	-0.286147275	3.20654733	0.440911733	0.506682729	0.999905229
C1QTNF1_NM_198593	0.361499862	2.378340402	0.440726685	0.506771924	0.999905229
FAM213A_NM_025125	-0.27295885	2.729441984	0.440644826	0.506811389	0.999905229
MAP7D1_NM_018067	0.203676802	6.723317802	0.440600703	0.506832664	0.999905229
TNFRSF14_NM_003820	0.318009297	2.901488378	0.440566381	0.506849214	0.999905229
KIFAP3_NM_001204517	0.22262871	4.752063432	0.440538518	0.50686265	0.999905229
CDC7_NM_001134420	0.4394935	1.020593206	0.440517732	0.506872674	0.999905229
CREM_NM_182770	-0.349542531	1.753348545	0.440511614	0.506875624	0.999905229
DIP2A_NM_206890	0.311961609	2.242871411	0.440468593	0.506896372	0.999905229
DYRK4_NM_003845	-0.246021579	3.41230121	0.440451966	0.506904391	0.999905229
MRPL33_NM_004891	-0.270545657	3.495727628	0.440324236	0.506966002	0.999905229
CREM_NM_182772	-0.349542564	1.753441696	0.440103949	0.507072288	0.999905229
NFYC_NM_001142587	0.233518515	3.751282515	0.43965949	0.507286851	0.999905229
BTBD9_NM_152733	0.286393769	2.659009454	0.439529984	0.507349399	0.999905229
CASP1_NM_033295	-0.384408563	1.89501644	0.439406668	0.50740897	0.999905229
PON2_NM_000305	-0.223518508	4.155900007	0.439332218	0.507444942	0.999905229
MRPL36_NM_032479	-0.257236654	3.01781272	0.439331014	0.507445523	0.999905229
NUDT11_NM_018159	-0.294110087	2.433623449	0.438696625	0.507752211	0.999905229
ZNF185_NM_001178110	0.427884024	0.895306398	0.438546437	0.507824864	0.999905229
BTBD9_NM_001099272	0.281813798	2.707168118	0.438413976	0.507888956	0.999905229
CNOT10_NM_015442	0.237720261	3.588387481	0.438310221	0.507939169	0.999905229
ZC3H15_NM_018471	-0.230403081	4.877738378	0.4382001	0.507992472	0.999905229
ZNF146_NM_007145	-0.240373727	4.15684758	0.437991076	0.508093674	0.999905229
ZNF614_NM_025040	-0.34363701	1.668945302	0.437873837	0.508150453	0.999905229
API5_NR_024625	-0.190798178	5.609350621	0.437766327	0.508202529	0.999905229
RNF170_NR_027669	-0.255475343	3.064085038	0.437739734	0.508215412	0.999905229
KLC4_NM_201521	-0.263784165	2.965457198	0.437621431	0.508272729	0.999905229
FAM156B_NM_001099684	-0.291020781	2.569802116	0.437558896	0.508303032	0.999905229
PILRB_NR_036569	0.409404184	1.553565415	0.437373231	0.508393017	0.999905229
API5_NM_001142930	-0.191321981	5.58035581	0.437303133	0.508426998	0.999905229
ZNF185_NM_007150	0.426253808	0.920566981	0.437269895	0.508443112	0.999905229
PITPNM1_NM_001130848	0.216968321	4.52598115	0.43692698	0.508609413	0.999905229
DNLZ_NM_001080849	0.301233543	2.441661631	0.436827377	0.508657734	0.999905229
ACBD4_NM_024722	-0.365612874	1.646208292	0.436755159	0.508692774	0.999905229
DIP2A_NM_001146115	0.311619275	2.191099466	0.436718993	0.508710324	0.999905229
PES1_NM_014303	0.189468195	5.613772133	0.436658662	0.508739601	0.999905229
FAM156A_NM_001242497	-0.300775206	2.406942463	0.436465814	0.508833208	0.999905229
NICN1_NM_032316	-0.290703991	2.528056131	0.436374434	0.508877572	0.999905229
TRAK1_NM_014965	0.227204209	4.734267017	0.43618341	0.508970336	0.999905229
AP2A2_NM_001242837	-0.19166607	5.790491205	0.436146856	0.508988091	0.999905229
RNF170_NR_027668	-0.254125653	3.070642487	0.436055642	0.509032399	0.999905229
ZNF185_NM_001178108	0.425648409	0.920703106	0.436006052	0.50905649	0.999905229
PITPNM1_NM_004910	0.216755001	4.526316121	0.436003757	0.509057605	0.999905229
AP2A2_NM_012305	-0.191637935	5.790396723	0.435983527	0.509067434	0.999905229
STK3_NM_001256313	0.254337897	3.263094183	0.435958293	0.509079694	0.999905229
NUCKS1_NM_022731	0.218455433	7.106968905	0.435770368	0.509171015	0.999905229
API5_NM_006595	-0.190958837	5.579545573	0.435722097	0.509194477	0.999905229
VGLL4_NM_001128220	-0.238787698	4.117154471	0.435687032	0.509211521	0.999905229
FAM102A_NM_203305	0.224538059	4.147834466	0.435658385	0.509225447	0.999905229
DERL1_NM_024295	0.199009979	5.157882726	0.435532094	0.509286844	0.999905229
FAM156A_NM_001242491	-0.294619618	2.519625743	0.435469283	0.509317385	0.999905229
ABHD16A_NR_033488_6	-0.217044752	4.150558667	0.435170077	0.509462913	0.999905229
PGK1_NM_000291	-0.225241648	7.817565571	0.435156377	0.509469579	0.999905229
HIST1H2BK_NM_080593	-0.238136096	3.411729686	0.435131761	0.509481555	0.999905229
ABHD16A_NM_021160_5	-0.21693592	4.160783674	0.4349588	0.509565718	0.999905229
SNX24_NM_014035	-0.281138818	2.70078465	0.434937668	0.509576003	0.999905229
VHL_NM_198156	-0.211477159	4.363104571	0.434883845	0.509602199	0.999905229
RCAN2_NM_001251973	-0.312773472	5.920433721	0.434637186	0.50972228	0.999905229
PPP1R3E_NR_026862	0.391459718	1.012275958	0.434636007	0.509722854	0.999905229
ABCB9_NM_019625	0.436967536	0.870689399	0.434569919	0.509755036	0.999905229
LOC283624_NR_038970	-0.474088289	0.1327202	0.434568033	0.509755955	0.999905229
ST20-MTHFS_NM_001199760	-0.337110353	1.805925477	0.434560129	0.509759804	0.999905229
ASPH_NM_032467	-0.219961413	4.500307003	0.434439313	0.509818646	0.999905229
TOMM22_NM_020243	-0.201283909	4.974221799	0.434206476	0.50993208	0.999905229
ILVBL_NM_006844	0.212713492	4.853837703	0.43415152	0.50995886	0.999905229
ZNF146_NM_001099638	-0.239374924	4.11231302	0.433945608	0.510059222	0.999905229
PTPRN_NM_001199764	-0.456664351	3.943636002	0.433901954	0.510080504	0.999905229
CREM_NM_182720	-0.360650397	1.503254881	0.433828021	0.51011655	0.999905229
VEZT_NR_038241	-0.212203286	4.326656634	0.433798507	0.510130941	0.999905229
MEAF6_NM_022756	-0.202778118	4.833462734	0.433688464	0.510184603	0.999905229
DHPS_NR_038192	0.217737043	4.082443077	0.433581503	0.510236772	0.999905229
PPA2_NM_006903	-0.202552744	4.917959671	0.433388586	0.510330888	0.999905229
RIN2_NM_001242581	-0.249731756	4.498267644	0.433326224	0.510361318	0.999905229
PES1_NM_001243225	0.188684031	5.6050027	0.433259406	0.510393926	0.999905229
CCNT1_NM_001240	-0.243940207	3.242464285	0.433080682	0.510481164	0.999905229
CNIH4_NM_014184	-0.215479938	4.424615656	0.432824173	0.510606413	0.999905229
SNORD38B_NR_001457	0.211772377	4.963622053	0.432753252	0.510641053	0.999905229
IPPK_NM_022755	-0.302346899	2.452245092	0.432658668	0.510687256	0.999905229
SCAI_NM_173690	-0.349165627	1.606836685	0.432612803	0.510709663	0.999905229
BTBD9_NM_001172418	0.282529751	2.676494238	0.432502927	0.510763349	0.999905229
DHPS_NM_013406	0.217929314	4.053053932	0.432245983	0.510888932	0.999905229
RIN2_NM_018993	-0.249192567	4.491951921	0.432188109	0.510917225	0.999905229
SPNS1_NM_032038	0.206352115	5.455500556	0.432140711	0.510940399	0.999905229
LOC643542_NR_033921	-0.505763367	-0.258384232	0.431913908	0.511051314	0.999905229
CKLF_NM_001040138	0.266348348	3.187701028	0.43185022	0.511082467	0.999905229
PTPRN_NM_002846	-0.455140403	3.946886399	0.431828198	0.51109324	0.999905229
LOC653061_NR_038843	-0.577205023	0.133255846	0.43178591	0.511113928	0.999905229
UST_NM_005715	-0.247347005	3.522609566	0.431676938	0.511167245	0.999905229
TSNAX_NM_005999	-0.230073429	3.925347432	0.431446073	0.511280234	0.999905229
TATDN1_NR_027427	-0.268814859	2.985181776	0.431037153	0.511480471	0.999905229
RRP1_NM_003683	0.235145926	3.885250699	0.430914085	0.511540761	0.999905229
S100A2_NM_005978	-0.406759012	1.534867729	0.430575848	0.511706524	0.999905229
LAT2_NM_032464	0.44111757	1.097615875	0.430497356	0.511745004	0.999905229
LAT2_NM_032463	0.441117602	1.097505272	0.430467614	0.511759586	0.999905229
TDG_NM_003211	-0.27049603	2.835172631	0.430379948	0.511802572	0.999905229
ATPAF1_NM_001042546	-0.208206167	4.260338952	0.430269438	0.511856769	0.999905229
CNOT10_NM_001256742	0.235568891	3.560178915	0.430127981	0.511926157	0.999905229
C9orf64_NM_032307	0.268942199	2.833445912	0.430089119	0.511945222	0.999905229
DLGAP4_NM_183006	0.19283406	5.507020453	0.430047962	0.511965415	0.999905229
SLFN5_NM_144975	-0.213546415	4.665044959	0.429952177	0.512012415	0.999905229
MAP2K4_NM_003010	-0.232115888	3.697829815	0.429686143	0.512142993	0.999905229
ALDH3A2_NM_001031806	-0.278465994	4.908869628	0.429683355	0.512144362	0.999905229
RASAL2_NM_004841	0.229103316	3.853023672	0.429678482	0.512146755	0.999905229
CHMP2A_NM_014453	-0.189343249	5.733980222	0.429651662	0.512159922	0.999905229
VEZT_NM_017599	-0.210743972	4.281068078	0.429397519	0.512284725	0.999905229
ABCB9_NM_001243013	0.441381282	0.778044618	0.429316169	0.512324685	0.999905229
ACBD4_NM_001135705	-0.360789641	1.689110495	0.429314641	0.512325435	0.999905229
CLN8_NM_018941	0.257609888	2.922402416	0.429301402	0.512331939	0.999905229
PER2_NM_022817	0.397597842	1.000376848	0.429279749	0.512342576	0.999905229
PFDN6_NM_014260_1	-0.236033659	3.492978873	0.429237811	0.51236318	0.999905229
LGALS1_NM_002305	-0.267455125	10.63161133	0.429206141	0.51237874	0.999905229
CA12_NM_001218	-0.295068462	3.914784068	0.429182381	0.512390414	0.999905229
TMEM126B_NM_001256547	-0.235557161	3.986071531	0.429050972	0.512454989	0.999905229
TMEM126B_NR_036465	-0.235557158	3.98607153	0.42901212	0.512474085	0.999905229
ARNTL_NM_001030272	-0.287495661	2.501486145	0.428938065	0.512510484	0.999905229
ADCK4_NM_001142555	-0.263771282	3.055456779	0.42893274	0.512513102	0.999905229
EIF5_NM_001969	0.199902341	6.463079691	0.42889335	0.512532465	0.999905229
PES1_NR_036550	0.188099776	5.591249083	0.428604144	0.51267467	0.999905229
VEZT_NR_038242	-0.21066786	4.280000487	0.428567472	0.512692706	0.999905229
C9orf100_NM_032818	0.263738511	2.98047701	0.428456452	0.512747317	0.999905229
SREK1IP1_NM_173829	-0.263113692	2.876126754	0.428314434	0.512817191	0.999905229
TBKBP1_NM_014726	-0.279410844	2.636929323	0.42802776	0.512958287	0.999905229
DIP2A_NM_206889	0.306014708	2.302686243	0.427953327	0.512994932	0.999905229
PTPRN_NM_001199763	-0.455359161	3.901458911	0.427882713	0.513029702	0.999905229
MUC1_NM_001204293	-0.398112385	1.099277118	0.427788871	0.513075915	0.999905229
RPS3A_NM_001006	-0.23104603	8.236569563	0.427707787	0.513115851	0.999905229
C16orf80_NM_013242	0.236750498	3.632904009	0.42766031	0.513139237	0.999905229
INSIG2_NM_016133	0.278685093	3.157716223	0.427652529	0.51314307	0.999905229
MLL2_NM_003482	0.225554199	4.043583479	0.427474846	0.513230611	0.999905229
FGD1_NM_004463	0.224495149	3.886161077	0.427078751	0.513425853	0.999905229
HIVEP1_NM_002114	0.300210419	2.536969444	0.427072909	0.513428734	0.999905229
VGLL4_NM_001128221	-0.237464943	4.121401889	0.426836581	0.513545286	0.999905229
ARNTL_NM_001178	-0.286052724	2.529632385	0.426744635	0.513590645	0.999905229
ANKRD42_NM_182603	-0.376233269	1.229358535	0.426706501	0.513609459	0.999905229
PMAIP1_NM_021127	0.456552854	0.616149403	0.426598318	0.51366284	0.999905229
HILPDA_NM_001098786	-0.341578367	1.95907862	0.426476056	0.513723179	0.999905229
GPAM_NM_001244949	0.281385586	2.700388769	0.426240014	0.513839707	0.999905229
NUAK2_NM_030952	-0.402544939	1.079033948	0.426192781	0.51386303	0.999905229
DERL1_NM_001134671	0.197737451	5.125710829	0.426060457	0.513928381	0.999905229
GPAM_NM_020918	0.281385567	2.700388734	0.426006434	0.513955065	0.999905229
LAT2_NM_014146	0.443242258	0.995956784	0.425924242	0.513995668	0.999905229
POLR2L_NM_021128	-0.205981329	6.37656361	0.425893567	0.514010823	0.999905229
VPS13B_NM_017890	0.252052567	4.135211894	0.425820224	0.51404706	0.999905229
ATL2_NM_001135673	0.261762428	3.136329693	0.425810416	0.514051907	0.999905229
PFDN6_NM_001185181	-0.234820642	3.477910275	0.42580565	0.514054262	0.999905229
BTBD9_NM_052893	0.277800234	2.724637063	0.4255927	0.514159506	0.999905229
ASPH_NM_001164756	-0.213753035	4.612704779	0.425548318	0.514181445	0.999905229
ARNTL_NM_001030273	-0.285626311	2.541337102	0.425339379	0.51428475	0.999905229
FKBP1B_NM_004116	-0.405655636	0.793866318	0.425161834	0.514372563	0.999905229
PIP5K1A_NM_001135638	-0.194990848	5.277712382	0.425019245	0.514443105	0.999905229
MRPL51_NM_016497	-0.197983075	5.389010278	0.424954241	0.514475269	0.999905229
C1orf124_NM_032018	0.319028154	1.975088011	0.424564525	0.514668178	0.999905229
GTF2IRD1_NM_001199207	-0.255225772	2.959778382	0.424438686	0.514730495	0.999905229
PIP5K1A_NM_003557	-0.195015566	5.2472079	0.424181075	0.514858108	0.999905229
DCAKD_NM_001128631	-0.247789373	3.087775404	0.424057963	0.514919113	0.999905229
CA12_NM_206925	-0.294884958	3.88349734	0.423906928	0.514993973	0.999905229
API5_NM_001142931	-0.190041096	5.510990609	0.423906104	0.514994381	0.999905229
COPS5_NM_006837	-0.200428366	4.987208675	0.423618811	0.515136829	0.999905229
C3orf14_NM_020685	0.311893458	2.426761762	0.423487242	0.515202088	0.999905229
G3BP2_NM_012297	-0.190438612	6.054123755	0.423416612	0.515237126	0.999905229
RUNX2_NM_004348	-0.341327317	1.840382093	0.42319898	0.515345116	0.999905229
PDCD2_NM_001199464	-0.216231817	4.075903636	0.42299877	0.515444497	0.999905229
GTF2IRD1_NM_005685	-0.254701623	2.959549109	0.422983604	0.515452026	0.999905229
RPL26L1_NM_016093	-0.271139329	3.094874914	0.42287155	0.515507663	0.999905229
ASH2L_NM_001105214	0.204874497	4.692172325	0.422834956	0.515525836	0.999905229
SLMO1_NM_001142405	0.403655997	0.825047183	0.422749641	0.515568206	0.999905229
ZNF146_NM_001099639	-0.238090799	4.098625594	0.422608951	0.515638091	0.999905229
ANP32A_NM_006305	-0.213322898	4.583447487	0.422510978	0.515686767	0.999905229
RPL17_NM_001199345	-0.208518493	7.006995262	0.422509463	0.51568752	0.999905229
G3BP2_NM_203505	-0.190073255	6.065777583	0.42242427	0.515729853	0.999905229
TRAF5_NM_145759	-0.293167276	2.785486882	0.422399107	0.515742358	0.999905229
CNOT10_NM_001256741	0.23438591	3.517219474	0.422168263	0.515857101	0.999905229
FAM105B_NM_138348	0.256040754	3.01091864	0.422038987	0.515921379	0.999905229
LOC100128505_NR_033973	-0.441171064	0.493121629	0.422024919	0.515928375	0.999905229
SLMO1_NM_006553	0.403330588	0.823125089	0.422015528	0.515933045	0.999905229
IL1RAP_NM_134470	-0.363188185	1.541822139	0.421974997	0.515953201	0.999905229
ASH2L_NM_004674	0.204225886	4.704655565	0.421965342	0.515958002	0.999905229
B4GALT5_NM_004776	-0.220814589	4.8608324	0.421911885	0.515984589	0.999905229
PIP5K1A_NM_001135636	-0.195532945	5.230432969	0.421911087	0.515984986	0.999905229
GTF2IRD1_NM_016328	-0.254780878	2.964228062	0.421834886	0.516022889	0.999905229
ABCB9_NM_203444	0.45762954	0.487526646	0.421713864	0.516083096	0.999905229
MLXIP_NM_014938	0.226252142	3.814478093	0.421391546	0.516243505	0.999905229
ATP5C1_NM_005174	-0.195285118	6.666915686	0.421220987	0.516328424	0.999905229
TCP11L1_NM_001145541	0.235088715	3.443617895	0.421200379	0.516338686	0.999905229
TTLL4_NM_014640	0.313513269	2.056202454	0.421144035	0.516366745	0.999905229
ALDH3A2_NM_000382	-0.276458057	4.864594948	0.421086488	0.516395405	0.999905229
PRR12_NM_020719	0.232699724	3.452674235	0.421000436	0.516438268	0.999905229
CKLF-CMTM1_NM_001204098	0.288482786	2.693093738	0.420787391	0.516544413	0.999905229
CEP57L1_NM_001083535	0.379887828	1.355188222	0.420593878	0.516640859	0.999905229
EPM2A_NM_005670	0.359133115	1.378147929	0.420530167	0.51667262	0.999905229
SIGIRR_NM_021805	-0.284808259	2.748861035	0.420510499	0.516682425	0.999905229
PDCD2_NM_001199461	-0.215615297	4.073666992	0.420439928	0.51671761	0.999905229
TRAF5_NM_001033910	-0.292414327	2.785401792	0.42039136	0.516741828	0.999905229
FAM96B_NM_016062	-0.203333006	4.838231747	0.420385312	0.516744844	0.999905229
SIGIRR_NM_001135053	-0.284808288	2.749000915	0.420329719	0.516772567	0.999905229
